"","sq1","sq2","sq3","sq5","sq7","sq8","sq9","sq10","sq11","sq12","sq13","sq14","sq15","sq16","sq17","sq18","sq19","sq20","sq22","sq23","sq24","sq26","sq29","sq30","sq31","sq32","sq35","sq36","sq37","sq38","sq39","sq40","sq41","sq42","sq43","sq44","sq45","sq46","sq47","sq48","sq49","sq50","sq51","sq52","sq53","sq54","sq55","sq56","sq57","sq59","sq60","sq61","sq63","sq65","sq67","sq68","sq70","sq71","sq72","sq73","sq74","sq75","sq76","sq77","sq79","sq81","sq82","sq83","sq84","sq87","sq88","sq89","sq90","sq91","sq92","sq93","sq94","sq96","sq97","sq98","sq99","sq100","sq101","sq102","sq103","sq104","sq105","sq106","sq108","sq110","sq112","sq113","sq114","sq115","sq116","sq117","sq118","sq119","sq120","sq121","sq122","sq123","sq124","sq126","sq127","sq128","sq129","sq130","sq131","sq132","sq133","sq134","sq135","sq136","sq137","sq138","sq139","sq141","sq142","sq143","sq144","sq145","sq146","sq147","sq148","sq149","sq150","sq151","sq152","sq153","sq154","sq155","sq157","sq158","sq159","sq160","sq161","sq162","sq163","sq164","sq165","sq166","sq168","sq169","sq170","sq171","sq172","sq173","sq174","sq175","sq176","sq177","sq178","sq179","sq180","sq181","sq183","sq184","sq185","sq186","sq187","sq188","sq189","sq190","sq191","sq192","sq193","sq194","sq195","sq196","sq201","sq203","sq204","sq206","sq207","sq208","sq209","sq210","sq211","sq212","sq213","sq214","sq216","sq217","sq218","sq219","sq220","sq221","sq222","sq225","sq226","sq227","sq228","sq229","sq230"
"F10",15091,3947,1686,16173,0,0,184,0,22,57,31,0,0,381,184,0,0,77,0,56,59,54,0,0,4,27,0,0,0,163,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,29,0,0,32,34,0,0,29,46,0,0,0,18,0,0,20,39,0,0,0,0,0,0,0,0,19,0,11,0,0,0,88,0,0,0,0,0,0,20,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,32,18,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
"F11",7201,1562,3999,4366,0,11388,62,102,159,61,3,0,138,204,25,127,4546,65,6,23,17,42,2465,0,0,0,0,17,0,79,0,24,12,0,0,0,0,0,63,0,0,5,0,0,15,57,0,0,0,0,0,20,0,43,0,0,35,0,40,26,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,38,0,0,0,0,0,0,12,0,0,0,9,0,8,0,0,109,0,0,0,0,0,0,0,15,0,44,0,0,0,0,0,19,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,5,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0
"F12",11770,4402,14540,24,0,116,308,169,895,20,23,31,1557,313,37,0,0,207,0,115,77,0,44,0,0,44,0,3,0,228,2,0,43,0,40,0,0,0,0,0,0,0,26,0,95,0,0,0,0,0,0,0,0,0,0,69,0,0,79,170,0,16,0,94,0,0,12,0,0,222,9,0,0,169,0,0,0,0,94,0,0,0,39,0,0,0,0,0,107,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2",0,13385,29,49,5606,8,1299,368,19,312,0,13,0,0,0,0,0,0,0,92,237,241,0,154,1720,74,252,0,0,0,0,115,469,112,237,0,471,0,99,526,106,0,128,0,0,0,165,130,0,0,19,35,125,0,0,0,0,30,0,0,0,0,0,0,0,194,310,0,0,0,38,194,0,0,0,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,0,0,0,151,0,0,0,0,80,0,0,19,0,46,0,14,0,0,0,406,177,93,0,0,0,47,0,0,0,54,0,15,0,0,0,0,0,0,0,0,57,0,0,0,0,0,58,0,84,257,0,0,216,0,0,93,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,44,0,39,0,0,0,0,0,0
"F3",8575,6406,30,0,0,0,105,56,2,152,98,2915,0,323,125,108,0,0,0,226,47,122,0,0,0,141,0,36,0,0,0,44,0,0,0,0,0,0,0,22,0,0,51,0,0,0,0,0,0,0,0,0,0,0,51,0,0,19,0,0,136,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,37,0,0,0,0,0,8,0,0,0,0,0,22,0,0,0,0,0,16,0,0,0,0,0,0,0,44,0,22,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,191,0,28,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,46
"F4",7340,3351,87,11678,0,0,209,61,0,0,0,5,0,0,57,67,0,0,0,88,24,50,0,0,0,59,0,0,0,0,1504,17,41,26,0,0,0,0,55,0,0,570,0,0,0,0,0,0,0,0,60,10,0,358,0,17,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,14,0,0,0,0,0,0,0,0,0,0,25,17,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,146,0,0,0,0,0,0,0,0,0,45,0,0,0,0,189,150,0,0,0,0,0,0,0,0,0,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0
"F5",7644,5065,7148,5,0,0,159,188,68,152,50,726,73,0,130,79,0,273,25,503,89,54,0,0,0,202,0,0,0,0,0,0,165,0,0,0,0,0,45,0,119,0,0,0,0,0,0,0,0,0,27,21,0,0,0,71,0,78,0,0,0,305,0,0,0,0,0,0,230,0,0,0,0,0,0,0,19,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"F6",11065,5762,172,8,0,30,188,110,0,775,0,86,123,0,155,264,0,1106,0,98,48,51,0,0,0,33,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,31,65,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"F7",11542,7329,7,11,0,0,778,92,18,233,0,0,0,0,260,0,0,22,0,4,101,116,0,0,2,0,0,31,0,0,0,11,0,0,54,0,0,0,0,0,89,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0
"F8",7564,5361,14,7,0,0,278,43,0,0,0,0,0,0,91,0,0,0,0,97,85,0,0,0,0,0,0,15,0,0,0,0,0,41,0,0,0,0,21,0,0,0,105,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,122,0,0,0,0,0,22,0,0,0,66,0,0,0,44,0,49,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,84,0,0,0,17,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1",6646,6053,189,1466,0,0,154,0,67,119,36,372,0,0,74,97,0,0,0,76,68,90,0,185,0,74,0,2524,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,112,0,0,0,19,0,11,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,654,0,4,11,0,0,0,0,436,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"G10",10379,2869,9970,6482,0,0,82,41,334,0,12,0,0,274,179,11,0,0,0,0,32,0,0,0,0,18,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11",14080,5492,14220,14,0,452,185,92,151,118,53,125,40,363,153,64,0,173,0,150,186,0,0,0,0,61,0,0,0,111,0,0,40,27,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G12",24556,6458,1265,0,0,138,341,412,0,26,331,144,1213,94,130,122,0,129,48,224,58,47,43,0,0,65,0,33,0,147,0,0,0,144,0,0,0,0,25,0,0,0,37,0,193,163,0,0,0,0,63,0,0,0,0,261,21,0,160,243,0,0,0,31,0,0,0,0,65,270,0,0,69,27,0,33,0,0,41,0,29,4,0,0,0,0,0,45,67,91,0,0,0,119,0,19,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,14,0,15,0,0,0,37,0,35,0,0,0,0,0,23,0,0,61,0,32,0,0,0,0,0,0,0,0,0,0,0,0,14,0,123,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,54,0,0,0
"G2",10752,4286,1698,4617,0,0,117,76,338,0,0,0,0,0,0,90,0,0,0,133,145,67,0,0,78,0,78,0,0,0,0,67,17,0,0,0,294,0,26,631,0,0,59,0,0,0,87,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,186,0,0,0,185,0,0,0,0,0,0,0,46,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,151,28,0,0,0,0,0,0,0,0,250,34,0,0,0,0,0,0,0,0,63,7,0,0,0,0,138,0,0,0,0,15,0,0,40,176,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,161,0,0,0,60,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
"G3",10944,5494,8240,12,0,32,114,0,0,154,0,758,0,256,78,49,0,0,0,13,0,88,0,0,0,0,0,21,0,0,0,12,0,0,0,0,0,0,16,0,0,0,0,0,0,74,0,0,0,0,0,22,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,18,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,46,0,0,0,0,0,0,32,71,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,26,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0
"G4",5311,3497,363,11972,0,0,252,19,0,0,0,14,0,0,94,7,0,0,0,49,25,0,0,0,0,16,0,54,0,0,0,77,12,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,24,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,24,0,54,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
"G5",7436,7275,5771,4,0,0,372,247,58,26,286,0,0,0,167,0,0,0,54,0,120,0,0,0,0,54,0,30,0,0,0,0,0,98,0,0,0,0,0,0,0,0,37,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,72,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,71,0,185,0,0,28,11,0,0,0,0,0,0,0
"G6",8883,3959,7527,9,0,0,146,0,4,125,13,0,10,102,52,177,0,284,30,0,34,83,0,0,0,24,0,30,0,0,0,0,23,33,0,0,0,0,41,0,0,0,10,0,31,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,11,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,9,0,0,0,0,0,0,0,0
"G7",0,6158,2192,5515,12008,0,199,100,421,17,0,0,0,0,14,0,0,0,0,160,154,69,0,0,84,0,113,4,0,0,0,84,0,17,105,0,353,0,44,545,0,0,106,0,0,0,145,0,0,236,74,0,0,0,0,30,0,0,0,0,0,0,0,0,0,200,0,227,0,0,5,285,0,0,0,0,20,0,0,18,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,116,46,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,111,0,0,0,0,13,0,0,73,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,80,0,0,49,0,16,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G8",7108,4214,6,6,0,0,957,143,73,75,21,44,0,0,185,45,0,56,0,125,0,0,0,0,0,120,0,0,0,0,0,0,0,37,0,0,0,0,16,11,0,0,21,0,0,0,0,319,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,29,0,0,296,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
"G9",26597,3720,125,35,0,0,169,0,244,33,76,0,0,427,144,0,0,0,65,20,58,28,0,0,0,34,0,0,0,0,0,0,0,0,58,2,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,0,0,0
"H1",7846,4123,487,9969,0,0,263,0,977,87,14,1068,0,197,207,57,0,0,0,33,109,105,0,91,0,109,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,42,0,23,0,0,19,40,0,0,88,14,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,43,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,0,0,0,0,0,9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0
"H10",9479,5526,157,16,0,0,147,41,0,85,7,0,0,251,130,62,0,9,0,0,75,6,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,198,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
"H11",9633,3547,1465,151,0,1213,58,379,340,277,88,355,1568,241,112,209,853,1599,0,132,66,44,0,0,56,306,0,21,0,849,0,0,113,50,0,0,0,0,0,5,0,0,0,0,302,76,0,0,0,0,0,38,0,25,0,46,37,27,289,212,0,8,0,235,0,0,21,0,51,18,0,0,0,0,0,15,0,775,179,0,30,19,0,0,0,0,0,33,171,0,0,0,53,86,0,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,52,0,0,35,0,0,0,37,0,0,0,0,0,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
"H12",5777,2629,1551,0,0,0,113,107,17,245,5241,73,179,0,97,0,0,231,1503,96,38,0,0,0,0,153,0,0,0,141,0,0,0,0,80,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,35,0,0,0,973,22,106,0,70,0,635,0,0,44,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,479,0,0,0,0,12,0,0,18,29,65,0,0,0,0,0,15,0,0,491,0,0,445,0,0,5,0,0,0,0,0,318,0,0,0,8,0,0,0,54,0,0,0,0,36,0,6,0,0,0,11,0,0,0,0,0,0,0,0,307,0,24,34,0,0,0,0,0,0,0,24,0,0,6,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,143,0,56,0,0,0,224,0,0,0,29,0,0,0
"H2",7895,2066,11128,4,0,0,27,68,0,125,0,0,0,251,0,44,0,0,0,101,0,14,0,38,27,0,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H3",14086,3676,92,0,0,0,285,23,0,131,0,437,0,406,111,0,0,0,0,28,4,38,0,0,0,222,0,15,0,0,0,0,36,0,60,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
"H4",3121,2919,295,113,0,0,185,19,0,6,0,0,0,0,75,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,16,0,24,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,24,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,11,0,20,0,0,0,0,0,0,0,0,0,14,20,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
"H5",4419,1344,177,0,0,0,251,62,180,43,0,5,0,132,84,41,0,0,28,107,7,16,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"H6",5097,3108,2888,0,0,0,229,0,27,174,34,279,0,0,47,153,0,36,0,28,28,48,0,0,0,66,0,32,0,0,0,42,0,0,0,0,0,0,39,0,0,0,0,0,27,0,0,0,0,0,0,77,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,7,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H7",16721,2935,0,3,0,0,254,50,38,195,82,0,0,0,117,0,0,0,0,12,39,0,0,0,0,10,0,0,0,0,0,0,0,0,23,0,0,0,0,0,111,0,0,0,0,0,0,0,0,236,0,29,0,0,0,5,0,0,0,0,0,0,0,0,0,0,28,0,0,0,25,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,90
"H8",0,4703,37,0,5436,0,380,0,0,50,74,0,0,0,123,0,0,0,0,71,64,23,0,0,0,41,0,74,0,0,0,0,0,0,27,0,57,0,29,15,0,0,0,0,0,50,0,140,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,97,6,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,27,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
